Name,RAdeg,DEdeg,Memb,Disk,Acc,K2var,umag,gmag,rmag,imag,Hamag,SpT,Avmag,Lbol,Mstar,Rstar,logAge,logMacc,DlogMacc+,DlogMacc-,Age_linear,Macc_linear,logMstar,c_value
EPIC224308921,271.094,-24.47806,y,y*,1.0,QPS,16.312,15.104,14.478,14.16,14.347,F5.25,1.019,4.872,1.377,1.734,7.14,-8.284,0.259,,13803842.646028839,5.199959965335152e-09,0.13893394025692368,-5.506523868870637
EPIC224311070,270.96517,-24.47403,y,y,1.0,APD,16.885,15.4,14.494,14.069,14.171,G6,1.113,5.305,1.931,2.509,6.57,-8.082,0.225,0.719,3715352.290971728,8.279421637123328e-09,0.28578227377939475,-5.705761303203872
EPIC224311432,271.16433,-24.47342,?,n,1.0,N,15.811,14.593,13.926,13.638,13.665,G4.5,0.336,4.717,1.802,2.301,6.69,-8.268,0.457,0.277,4897788.193684466,5.395106225151267e-09,0.2557547866430442,-5.80829946444979
EPIC224313065,271.171,-24.47042,?,n,1.0,N,15.5,14.39,13.908,13.725,13.772,G1.25,0.217,4.459,1.612,2.1,6.86,-8.097,0.161,0.166,7244359.600749906,7.998342550070293e-09,0.20736503746907187,-5.512412130573788
EPIC224316080,271.08642,-24.46494,y,n,1.0,QPS,16.018,14.764,14.079,13.751,13.894,F8.75,0.853,6.089,1.616,2.246,6.9,-8.036,0.174,0.314,7943282.347242822,9.204495717531723e-09,0.20844135643856737,-5.436190706196783
EPIC224316091,271.18975,-24.46481,?,n,1.0,N,18.786,17.278,15.975,15.343,15.366,K6.5,0.434,1.306,0.759,2.161,5.99,-8.195,0.285,0.253,977237.2209558112,6.3826348619054826e-09,-0.11975822410451964,-5.596293151175351
EPIC224319597,271.14721,-24.45842,y,n,2.0,P,19.953,17.504,15.952,15.159,15.548,K7.5,1.041,2.425,0.592,3.135,5.49,-8.806,0.451,,309029.5432513592,1.563147642640957e-09,-0.22767829327708025,-6.29019566058542
EPIC224321029,270.98583,-24.45581,?,y,1.0,N,15.868,14.783,14.251,14.008,14.092,F5.75,0.47,3.768,1.304,1.56,7.21,-8.231,0.184,0.454,16218100.9735893,5.8748935252977685e-09,0.11527759139590141,-5.39785903006056
EPIC224326168,271.205,-24.44647,y,n,2.0,MP,19.313,17.232,15.69,14.953,15.158,K7.75,0.821,2.621,0.567,3.309,5.42,-7.804,0.148,0.233,263026.7991895382,1.5703628043335516e-08,-0.24641694110709347,-5.295676524363211
EPIC224326526,270.97508,-24.44586,y,n,2.0,N,15.73,14.57,13.992,13.739,13.881,G1.75,0.145,3.734,1.532,1.939,6.91,-7.791,0.022,,8128305.161640995,1.6180800376430644e-08,0.18525876529658514,-5.160731385895568
EPIC224326666,271.01233,-24.44561,y,n,1.0,QPS,,17.789,16.31,15.61,15.364,K7.75,0.632,1.275,0.619,2.308,5.82,-7.711,0.208,0.282,660693.4480075964,1.9453600816226615e-08,-0.208309350979882,-5.081540521200244
EPIC224327883,270.98263,-24.44344,y,y,1.0,QPS,13.975,12.995,12.848,12.766,12.77,A3.75,0.635,20.429,1.917,2.144,6.83,-7.194,0.148,,6760829.753919818,6.397348354826482e-08,0.2826221128780626,-4.707278990773915
EPIC224329877,271.05801,-24.43988,y,y*,2.0,P,20.13,17.754,16.182,15.314,15.683,K7,0.759,1.405,0.688,2.315,5.86,-8.9,0.469,,724435.9600749906,1.2589254117941663e-09,-0.16241156176448873,-6.306260877028528
EPIC224331438,271.05457,-24.43709,y,y,1.0,S,,18.798,16.927,16.094,15.889,M0.25,1.436,1.943,0.403,3.347,5.01,-7.155,0.144,0.117,102329.29922807537,6.998419960022731e-08,-0.39469495385889053,-4.646709663906592
EPIC224332703,271.034,-24.43475,y,n,2.0,QPS,16.859,15.152,13.911,13.307,13.565,K2.75,0.87,8.673,1.495,4.33,5.53,-7.995,0.596,,338844.15613920277,1.0115794542598983e-08,0.17464119266044847,-5.920006604366411
EPIC224334564,270.97396,-24.43133,?,,2.0,N,15.168,13.906,13.274,12.994,13.102,F7.5,0.696,11.118,1.887,2.881,6.75,-8.011,0.117,,5623413.251903491,9.749896377173886e-09,0.27577190016493136,-5.54938281739569
EPIC224337991,271.00158,-24.42508,y,n*,2.0,QPS,19.074,17.662,16.284,15.552,15.327,K9.5,0.0,0.992,0.49,2.272,5.77,-7.852,0.122,0.101,588843.6553555884,1.4060475241299129e-08,-0.3098039199714863,-5.127742900282095
EPIC224338159,270.99521,-24.42478,y,n,1.0,P?,,18.042,16.489,15.636,15.661,K9.25,0.555,1.227,0.494,2.487,5.68,-7.822,0.233,0.195,478630.092322638,1.506607066186742e-08,-0.30627305107635305,-5.138756509196072
EPIC224338514,271.06424,-24.42412,y,?,1.0,P,,18.623,17.05,16.172,16.505,K7.5,0.755,0.673,0.743,1.651,6.33,-8.996,0.249,0.249,2137962.0895022326,1.0092528860766834e-09,-0.1290111862394247,-6.246996647469141
EPIC224339703,271.01279,-24.42203,y,y,1.0,QPS,16.383,14.999,14.189,13.82,13.886,G3,0.868,5.615,1.821,2.436,6.69,-8.243,0.41,0.672,4897788.193684466,5.714786366718666e-09,0.26030994579492,-5.788476624302911
EPIC224340256,271.21504,-24.42103,y,y*,2.0,QPS,20.367,17.886,16.21,15.369,15.754,K7.75,1.422,2.68,0.565,3.346,5.41,-8.19,0.213,0.745,257039.57827688646,6.456542290346562e-09,-0.2479515521805615,-5.6840435425681015
EPIC224342790,271.12888,-24.41656,y,y,1.0,QPS,,17.927,16.345,15.564,15.966,K2.5,3.246,6.953,1.565,3.781,5.7,-7.807,0.398,0.735,501187.2336272725,1.5595525028269523e-08,0.19451434188246727,-5.684703373537161
EPIC224342934,270.99388,-24.41625,y,y*,2.0,P,18.31,16.223,14.835,14.157,14.393,K7.5,0.352,3.837,0.582,3.944,5.06,-7.714,0.157,0.244,114815.36214968817,1.9319683170169222e-08,-0.23507701535011155,-5.366567320305299
EPIC224344077,271.05573,-24.41423,y,n,2.0,QPS,17.989,15.884,14.639,14.072,14.277,K4.5,0.382,3.423,0.978,3.078,5.68,-8.175,0.358,0.31,478630.092322638,6.6834391756861355e-09,-0.009661145212398569,-5.828870361818446
EPIC224345916,271.06825,-24.41083,y,y,1.0,S,19.236,17.371,15.868,15.123,15.333,K8,0.621,1.945,0.558,2.896,5.55,-8.034,0.157,0.381,354813.3892335753,9.24698173938221e-09,-0.25336580106242124,-5.464333489205024
EPIC224345928,270.77896,-24.41081,y,y*,2.0,N,14.117,12.917,12.8,12.756,12.831,A5,0.0,11.762,1.842,1.72,6.96,-7.439,0.03,,9120108.393559096,3.639150361272071e-08,0.26528962586083016,-4.879134458596123
EPIC224346989,271.15433,-24.40887,y,n*,1.0,APD,,18.655,16.974,16.17,16.397,M0.5,0.561,0.94,0.42,2.37,5.7,-8.485,0.154,0.328,501187.2336272725,3.273406948788386e-09,-0.37675070960209955,-5.713432866968854
EPIC224348598,270.94667,-24.40589,y,n*,1.0,P,18.469,16.607,15.406,14.845,14.868,K3.25,0.571,1.792,1.265,2.051,6.31,-8.375,0.377,0.727,2041737.9446695275,4.216965034285823e-09,0.10209052551183669,-5.896877335911187
EPIC224350798,271.06883,-24.402,y,n,1.0,QPD,,18.871,17.336,16.663,16.058,M0.75,0.196,0.533,0.431,1.822,5.99,-8.149,0.159,0.16,977237.2209558112,7.0957776796339015e-09,-0.3655227298392684,-5.270969841058206
EPIC224351738,271.15492,-24.40028,y,n,2.0,MP,17.131,15.806,14.894,14.434,14.74,G5,0.699,2.47,1.425,1.682,6.97,-8.086,0.032,,9332543.007969905,8.203515443298176e-09,0.153814864344529,-5.395326793798819
EPIC224354500,271.12179,-24.39531,y,y,1.0,QPD,18.882,17.238,15.834,15.148,15.414,K5,0.865,2.06,0.744,2.671,5.73,-8.481,0.552,,537031.7963702533,3.303695410368149e-09,-0.1284270644541213,-5.979331228544134
EPIC224354675,271.12796,-24.39497,?,,2.0,N,15.585,14.251,13.82,13.63,13.773,F2.75,0.498,5.945,1.447,1.75,7.11,-7.632,0.056,,12882495.51693135,2.3334580622810044e-08,0.1604685311190375,-4.891332513334978
EPIC224355341,270.95563,-24.39372,y,y,1.0,P,19.217,17.474,16.179,15.617,15.512,G8.25,2.72,4.382,1.9,2.383,6.55,-7.764,0.222,0.174,3548133.892335753,1.721868574986006e-08,0.2787536009528289,-5.387995231403263
EPIC224357532,271.11179,-24.38986,y,y,1.0,QPS,17.293,15.842,14.649,14.08,14.279,K2.5,0.728,3.796,1.49,2.794,6.03,-8.217,0.252,0.302,1071519.305237607,6.067363295885047e-09,0.17318626841227402,-5.934794096997181
EPIC224357671,271.04248,-24.38964,y,n*,1.0,?,18.939,17.244,15.796,15.036,15.015,K3.75,1.568,2.99,1.127,2.737,5.89,-7.542,0.296,0.288,776247.1166286912,2.8707805820246922e-08,0.05192391604610654,-5.179530033881544
EPIC224357842,271.10296,-24.38936,y,y,1.0,QPS,,17.387,16.031,15.332,15.506,K2.75,1.377,1.877,1.375,2.014,6.4,-8.44,0.094,0.224,2511886.4315095823,3.6307805477010177e-09,0.13830269816628146,-5.966033626070155
EPIC224357960,270.95742,-24.38908,y,n,1.0,N,17.181,15.983,15.299,15.037,14.902,F9.25,0.984,2.252,1.191,1.397,7.26,-8.112,0.128,0.125,18197008.586099826,7.726805850957022e-09,0.07591176148277752,-5.213561958830791
EPIC224359310,271.25667,-24.38669,y,n,1.0,N,16.327,14.918,14.155,13.842,13.943,G3.75,0.649,4.866,1.782,2.301,6.71,-8.166,0.058,0.652,5128613.839913649,6.82338694141669e-09,0.25090769970085597,-5.692568157860272
EPIC224359694,271.22908,-24.386,y,n,2.0,P,20.285,17.751,16.106,15.287,15.666,K7.5,1.417,2.871,0.587,3.411,5.41,-8.144,0.177,0.342,257039.57827688646,7.177942912713615e-09,-0.23136189875238555,-5.656898490297029
EPIC224361948,271.08042,-24.38183,y,y*,2.0,MP,18.826,16.834,15.343,14.592,14.829,K5,1.23,3.771,0.891,3.342,5.56,-7.676,0.126,0.464,363078.05477010104,2.1086281499332885e-08,-0.0501222959631252,-5.333218436376173
EPIC224362632,271.11863,-24.38061,y,?,1.0,QPS,19.693,17.821,16.318,15.597,15.979,K5,1.178,1.457,0.959,2.077,6.15,-9.136,0.837,0.193,1412537.5446227554,7.311390834834187e-10,-0.018181392829336417,-6.586961305829828
EPIC224362997,271.17596,-24.37992,y,n,1.0,P,,18.805,17.15,16.218,16.627,K8.75,1.032,0.919,0.556,2.084,5.9,-8.663,0.377,0.572,794328.2347242822,2.1727011788637434e-09,-0.2549252084179425,-5.947669906270539
EPIC224364219,271.09871,-24.37772,y,n,2.0,QPS,19.962,17.276,15.798,15.065,15.389,K7.5,0.665,2.035,0.602,2.872,5.58,-8.73,0.386,,380189.39632056124,1.8620871366628656e-09,-0.22040350874217546,-6.185463202177834
EPIC224366417,271.07838,-24.37381,y,y,2.0,,19.93,17.593,16.137,15.358,15.614,K7.5,0.234,1.009,0.677,2.023,6.02,-8.789,0.643,,1047128.5480508985,1.625548755750485e-09,-0.16941133131485567,-6.12152644572703
EPIC224366753,270.95108,-24.37314,y,y*,1.0,P,17.037,15.521,14.489,14.009,14.087,G9.75,0.47,3.0,1.655,2.056,6.66,-8.315,0.251,0.178,4570881.8961487515,4.841723675840999e-09,0.21879799811173756,-5.825629812316162
EPIC224367284,271.05058,-24.37217,y,n*,1.0,QPD,19.671,17.79,16.408,15.74,15.954,K5,0.769,1.022,0.944,1.795,6.33,-8.786,0.114,0.427,2137962.0895022326,1.6368165214278103e-09,-0.02502800570193105,-6.1551785879304255
EPIC224368142,271.0383,-24.37072,?,n,2.0,?,19.663,17.962,16.687,16.034,16.295,K2,1.246,0.852,1.136,1.26,7.07,-8.847,0.054,,11748975.549395302,1.4223287871228214e-09,0.05537833137500003,-6.003337104938613
EPIC224368354,271.11421,-24.37033,y,n,1.0,S,,18.43,16.672,15.732,16.182,K5,2.324,2.735,0.898,2.846,5.73,-8.225,0.4,0.723,537031.7963702533,5.956621435290109e-09,-0.04672366333269562,-5.8161911164308595
EPIC224369041,270.955,-24.369,y,y,1.0,P,,17.549,16.448,15.765,15.982,F9.25,2.172,1.983,1.147,1.311,7.3,-8.455,0.214,0.446,19952623.149688788,3.5075187395256794e-09,0.059563417901267686,-5.5215365582576705
EPIC224369815,271.09417,-24.36761,?,n,2.0,MP,14.795,13.688,13.359,13.223,13.303,F1,0.0,6.034,1.596,1.618,7.11,-7.597,0.115,,12882495.51693135,2.5292979964461423e-08,0.20303288701471064,-4.904708973337773
EPIC224374036,271.06933,-24.36,y,y,2.0,QPD,19.391,17.202,15.769,15.023,15.332,K6.75,0.247,1.308,0.729,2.198,5.95,-9.059,0.539,,891250.9381337459,8.729713683881131e-10,-0.1372724716820254,-6.45683207045858
EPIC224375291,271.13417,-24.35778,y,y*,2.0,P,19.182,17.039,15.649,14.966,15.239,K5.5,0.586,1.73,0.862,2.334,5.95,-8.702,0.341,,891250.9381337459,1.9860949173573715e-09,-0.06449273417528721,-6.182549780768546
EPIC224375369,271.06583,-24.35767,y,?,2.0,,19.466,17.164,15.817,15.194,15.469,K1.5,1.77,2.874,1.666,2.237,6.42,-8.854,0.421,,2630267.9918953814,1.3995873225726206e-09,0.22167499707076876,-6.466567940822193
EPIC224375540,270.99326,-24.35738,y,n*,1.0,P,,18.608,16.753,15.814,16.211,K7.5,2.024,2.549,0.59,3.214,5.47,-8.236,0.437,,295120.9226666384,5.807644175213112e-09,-0.22914798835785583,-5.72674763727672
EPIC224377629,271.06508,-24.35369,y,n,1.0,P,,17.867,16.285,15.564,15.858,M0.25,0.329,1.418,0.416,2.859,5.46,-8.982,0.513,,288403.15031266055,1.0423174293933057e-09,-0.3809066693732573,-6.304377695927578
EPIC224377862,271.11829,-24.35325,y,n,2.0,QPD,19.211,16.782,15.259,14.549,14.898,K6.75,1.217,4.933,0.662,4.268,5.07,-8.249,0.499,,117489.75549395304,5.6363765582595375e-09,-0.17914201056030005,-5.9610289945680055
EPIC224379078,270.89992,-24.35106,y,n*,2.0,QPS,19.847,17.348,15.753,15.028,15.228,K2.75,2.979,9.658,1.519,4.57,5.48,-7.16,0.165,0.249,301995.1720402019,6.918309709189362e-08,0.18155777386278632,-5.113423526717018
EPIC224380202,270.72621,-24.34903,y,y,2.0,S,18.529,16.39,15.263,14.64,14.543,G6,1.514,3.469,1.592,2.029,6.78,-7.785,0.023,0.117,6025595.860743581,1.6405897731995386e-08,0.20194306340165025,-5.227139219859
EPIC224380387,271.14059,-24.34865,y,n*,2.0,S,20.137,18.33,16.693,15.934,16.116,M1,0.0,0.821,0.392,2.298,5.73,-8.664,0.084,0.303,537031.7963702533,2.1677041048196964e-09,-0.4067139329795427,-5.846044671841147
EPIC224382910,271.12125,-24.34417,y,y*,2.0,P,20.201,17.842,16.235,15.436,15.823,K7.75,1.002,1.827,0.587,2.763,5.61,-8.533,0.195,,407380.27780411305,2.930893245250324e-09,-0.23136189875238555,-5.9636749242085845
EPIC224384914,271.10275,-24.34064,y,n,2.0,P,19.505,17.16,15.751,15.103,15.357,K7.5,0.437,1.769,0.614,2.678,5.65,-8.961,0.55,,446683.5921509635,1.093956366272093e-09,-0.21183162885883233,-6.3974273123088405
EPIC224384916,271.1215,-24.34064,y,n*,2.0,MP,,17.848,16.245,15.384,15.842,K8,1.122,2.098,0.555,3.007,5.51,-8.878,0.583,,323593.6569296281,1.3243415351946643e-09,-0.2557070168773237,-6.322117296816502
EPIC224385053,271.00279,-24.34033,y,n,2.0,P,16.346,14.932,14.11,13.724,13.853,G4.75,0.337,3.764,1.642,2.065,6.79,-8.72,0.317,0.326,6165950.018614822,1.9054607179632444e-09,0.21537315278342195,-6.173291991123172
EPIC224385880,271.03813,-24.33883,y,n,1.0,N,,18.106,16.533,15.704,15.958,K5,1.619,1.746,0.933,2.274,6.02,-8.45,0.427,,1047128.5480508985,3.5481338923357603e-09,-0.030118356253500032,-5.940839684467026
EPIC224386790,271.10532,-24.33734,y,n,1.0,P,,18.056,16.584,15.738,16.085,M1,0.143,1.104,0.417,2.666,5.51,-8.967,0.391,,323593.6569296281,1.0789467222298274e-09,-0.3798639450262425,-6.270006911324294
EPIC224388173,271.10263,-24.33478,y,n,2.0,P,18.795,16.496,15.158,14.577,14.835,K7,0.22,2.407,0.643,3.031,5.54,-9.04,0.659,,346736.85045253165,9.120108393559115e-10,-0.1917890270757779,-6.544429665078003
EPIC224389484,270.91125,-24.33242,?,n,1.0,U,17.19,15.472,14.494,14.085,14.152,G9,0.743,3.858,1.831,2.286,6.56,-8.42,0.232,0.271,3630780.54770101,3.8018939632056126e-09,0.26268834430169646,-6.02162510780379
EPIC224389596,271.04929,-24.33219,y,n,2.0,QPD,19.701,17.819,16.414,15.78,15.825,K7.5,0.365,0.9,0.692,1.91,6.1,-8.566,0.106,0.064,1258925.411794166,2.716439268839078e-09,-0.15989390554324223,-5.87645403642915
EPIC224390040,271.04575,-24.33136,y,n*,1.0,N,18.57,16.759,15.718,15.315,15.288,G9.25,1.399,2.243,1.495,1.754,6.83,-8.333,0.112,0.104,6760829.753919818,4.645152752227493e-09,0.17464119266044847,-5.723553424791526
EPIC224390120,270.72233,-24.33125,?,,2.0,MP,18.759,16.527,15.179,14.488,14.818,K2.75,1.338,3.981,1.39,2.934,5.92,-8.477,0.405,,831763.7711026708,3.3342641276323473e-09,0.14301480025409505,-6.20572571781298
EPIC224390140,271.06717,-24.33125,y,y,2.0,S,19.112,16.979,15.467,14.75,15.123,K7.5,0.594,2.55,0.59,3.215,5.46,-9.121,0.629,,288403.15031266055,7.568328950209736e-10,-0.22914798835785583,-6.6158588155811415
EPIC224391538,271.052,-24.32861,y,n,2.0,P,18.574,16.544,15.272,14.678,14.927,K0.75,1.76,4.592,1.945,2.689,6.29,-8.322,0.346,,1949844.5997580455,4.764309868054166e-09,0.28891960566172653,-6.064440025952604
EPIC224392069,271.1835,-24.32761,y,y,2.0,P,19.205,16.955,15.544,14.908,15.143,K7.75,0.374,2.09,0.578,2.956,5.54,-8.487,0.261,,346736.85045253165,3.258367010020087e-09,-0.23807216157947098,-5.938826632375953
EPIC224392324,270.92575,-24.32717,y,y,1.0,QPS,15.736,14.671,14.142,13.923,13.873,F1.25,1.311,9.046,1.609,1.993,7.0,-7.569,0.164,0.929,10000000.0,2.6977394324449205e-08,0.20655604409902956,-4.925936174012648
EPIC224393028,270.91133,-24.32589,y,n,2.0,QPS,16.907,15.631,14.984,14.695,14.895,G2.25,0.034,1.324,1.059,1.165,7.36,-8.296,0.015,,22908676.52767775,5.058246620031148e-09,0.024895960107484977,-5.2984682370773015
EPIC224396425,271.00033,-24.31997,y,n,2.0,QPS,17.718,15.927,14.872,14.403,14.586,K2,0.27,2.011,1.499,1.936,6.56,-9.114,0.419,,3630780.54770101,7.691304402866083e-10,0.1758016328482795,-6.6168741357063166
EPIC224396823,271.07246,-24.31942,y,y,1.0,APD,19.707,18.162,16.56,15.807,15.689,K8.5,0.767,1.218,0.553,2.362,5.75,-7.803,0.016,0.141,562341.3251903491,1.5739828644662197e-08,-0.2572748686953017,-5.1466670776885
EPIC224412309,271.02475,-24.29172,y,n,2.0,P,16.668,15.055,14.52,14.241,14.479,F3.75,0.899,4.334,1.373,1.557,7.17,-7.863,0.027,,14791083.881682072,1.3708817661648522e-08,0.1376705372367551,-5.071754414996858
EPIC224415423,271.17038,-24.28628,y,?,1.0,S,19.173,17.156,15.724,15.046,15.084,K7.75,0.453,1.889,0.584,2.809,5.59,-7.829,0.242,0.247,389045.1449942805,1.4825180851459545e-08,-0.23358715288760054,-5.265368171298372
EPIC224418655,270.99275,-24.28031,y,y,1.0,APD,18.531,17.695,16.305,15.6,15.683,K4,1.254,1.473,1.143,1.953,6.32,-8.216,0.167,0.257,2089296.1308540408,6.081350012787189e-09,0.05804623039528174,-5.6837076747231094
EPIC224420233,270.87983,-24.27753,y,n,2.0,QPS,18.627,16.822,15.796,15.367,15.507,K2.5,0.0,0.721,1.094,1.217,7.09,-9.891,0.505,,12302687.70812381,1.2852866599436154e-10,0.039017321997412,-7.0205196656812685
EPIC224422316,271.09092,-24.27392,y,y,1.0,QPS,18.883,16.936,15.516,14.822,15.073,K2.75,2.035,5.39,1.413,3.414,5.76,-7.711,0.207,0.161,575439.9373371566,1.9453600816226615e-08,0.1501421618485586,-5.513605163676265
EPIC224424757,271.16508,-24.26969,y,n,1.0,MP,16.474,15.326,14.75,14.505,14.591,F9,0.243,1.963,1.135,1.292,7.32,-8.703,0.235,,20892961.308540408,1.981527025805101e-09,0.05499586152914153,-5.756122951752121
EPIC224433745,271.05583,-24.25381,y,n,1.0,QPS,,17.94,16.328,15.56,15.892,K7.75,0.996,1.665,0.593,2.638,5.66,-8.684,0.25,0.342,457088.1896148752,2.0701413487910454e-09,-0.22694530663573742,-6.099138704366773
EPIC224453162,271.18754,-24.21978,y,y*,2.0,QPS,19.537,17.454,16.048,15.402,15.73,K5,0.764,1.325,0.974,1.981,6.22,-9.494,0.785,,1659586.9074375597,3.2062693245054674e-10,-0.011441043121384482,-6.923843792865425
EPIC224460976,271.04079,-24.20589,y,n,2.0,N,14.698,13.4,13.192,13.089,13.198,A6.5,0.511,12.394,1.745,1.875,6.93,-7.362,0.014,,8511380.38202376,4.3451022417157146e-08,0.24179543129519873,-4.787765699071107
EPIC224463623,270.70225,-24.20106,y,n*,2.0,QPD,19.36,17.28,15.942,15.411,15.414,K5,0.308,0.986,1.025,1.709,6.44,-8.616,0.113,0.109,2754228.703338169,2.42102904673618e-09,0.010723865391773066,-5.980589366376384
EPIC224467724,271.091,-24.19378,y,y,2.0,QPS,16.287,14.904,14.082,13.701,13.865,G5,0.29,3.709,1.635,2.061,6.79,-8.133,0.056,,6165950.018614822,7.362070974947376e-09,0.21351775699630487,-5.584183243599659
EPIC224493585,270.599,-24.147,?,y,1.0,QPS,19.413,17.624,16.234,15.436,15.735,G9,2.222,2.582,1.548,1.87,6.78,-8.217,0.271,0.194,6025595.860743581,6.067363295885047e-09,0.1897709563468738,-5.645305028369567
EPIC248368907,270.85671,-24.34914,y,n,1.0,N,17.365,16.239,15.529,15.245,15.142,G2,0.843,1.642,1.139,1.291,7.27,-8.349,0.155,0.295,18620871.366628658,4.477133041763623e-09,0.05652372407910037,-5.424415333348675
EPIC248368908,270.84604,-24.468,?,,1.0,QPS,18.401,17.014,16.179,15.866,15.845,G8.25,0.904,0.984,1.049,1.129,7.32,-8.561,0.033,0.348,20892961.308540408,2.7478941531023973e-09,0.02077548819355783,-5.575229833622785
EPIC248368914,270.95392,-24.26136,y,n,0.0,P,19.935,17.588,16.313,15.74,16.036,K5,0.279,0.699,1.059,1.439,6.71,-8.479,0.305,,5128613.839913649,3.31894457552611e-09,0.024895960107484977,-5.748694826864744
2MASS J18023732-2416240,270.65543,-24.27338,y,y*,2.0,,19.23,17.984,16.496,15.694,15.748,K7.25,0.382,0.794,0.745,1.767,6.24,-8.533,0.079,0.176,1737800.8287493763,2.930893245250324e-09,-0.12784372725170717,-5.822324126111663
2MASS J18024882-2421085,270.70346,-24.35241,?,y,2.0,,20.021,17.627,16.273,15.523,15.731,G9.75,1.899,1.909,1.427,1.64,6.88,-8.89,0.36,,7585775.7502918355,1.2882495516931322e-09,0.15442397311464698,-6.23701968027142
2MASS J18025108-2419231,270.71285,-24.32311,?,y,1.0,,,19.004,17.375,16.548,16.957,K5,1.738,0.878,1.046,1.612,6.53,-9.207,0.419,,3388441.5613920274,6.208690342300624e-10,0.01953168453125545,-6.544599276334784
2MASS J18025113-2418077,270.71307,-24.30218,y,y,2.0,,19.782,18.624,17.079,16.246,16.411,K6.5,0.846,0.629,0.891,1.499,6.55,-8.887,0.35,0.472,3548133.892335753,1.2971792709839546e-09,-0.0501222959631252,-6.137211784238376
2MASS J18025245-2418444,270.71859,-24.31234,y,y,1.0,,16.506,15.286,14.101,13.595,13.426,K4.75,0.0,4.166,0.936,3.453,5.54,-7.263,0.176,0.295,346736.85045253165,5.45757861091271e-08,-0.028724151261894745,-4.952760824840082
2MASS J18025330-2420273,270.72212,-24.34093,?,y,1.0,,18.705,17.906,16.609,15.761,15.727,F9.25,3.044,3.537,1.382,1.75,7.08,-7.426,0.082,0.091,12022644.34617413,3.749730022454834e-08,0.14050804303817957,-4.674979983042733
2MASS J18025381-2420194,270.72425,-24.33876,y,y*,1.0,,17.49,16.246,15.131,14.586,14.597,K0,0.788,2.168,1.469,1.76,6.8,-8.26,0.27,0.261,6309573.44480193,5.495408738576248e-09,0.16702179579025653,-5.654227144698083
2MASS J18030561-2407390,270.7734,-24.12755,?,n,2.0,,14.843,13.736,13.317,13.129,13.214,F3,0.0,5.998,1.428,1.791,7.11,-7.609,0.024,,12882495.51693135,2.4603676041476274e-08,0.15472820744015556,-4.861808356372868
2MASS J18030976-2422325,270.79069,-24.37575,?,y,1.0,,,20.112,18.462,17.33,17.709,G2.25,4.493,2.209,1.274,1.505,7.13,-7.782,0.292,0.426,13489628.825916532,1.6519617982290148e-08,0.10516942799933163,-4.9702600373253425
2MASS J18031508-2416020,270.81285,-24.26722,?,y,1.0,,,19.441,17.768,16.873,17.136,K5,2.016,0.776,1.057,1.516,6.63,-8.82,0.05,0.133,4265795.188015926,1.5135612484362073e-09,0.024074987307426243,-6.121651177796225
2MASS J18031881-2422503,270.82837,-24.3807,?,n,2.0,,16.331,15.099,14.469,14.205,14.36,G2.75,0.0,2.086,1.265,1.477,7.13,-8.089,0.019,,13489628.825916532,8.147042840208388e-09,0.10209052551183669,-5.273760714948567
2MASS J18031901-2428067,270.82927,-24.46854,y,n,1.0,,,19.411,17.67,16.533,16.955,G6.25,4.215,3.589,1.666,2.073,6.76,-7.79,0.11,0.43,5754399.373371567,1.6218100973589297e-08,0.22167499707076876,-5.262787878471839
2MASS J18032211-2425350,270.84216,-24.42637,y,,1.0,,,19.967,18.245,17.235,17.547,K2.75,3.013,0.955,1.216,1.437,6.85,-8.483,0.597,0.956,7079457.843841373,3.2885163087598263e-09,0.08493357493671612,-5.763373998953327
2MASS J18032507-2400330,270.85448,-24.00919,?,n,2.0,,14.037,12.861,12.747,12.708,12.762,A5.25,0.0,12.318,1.904,1.778,6.9,-7.431,0.057,,7943282.347242822,3.7068072178257595e-08,0.27966694404845555,-4.912142049584444
2MASS J18032526-2409381,270.85522,-24.16068,?,n,2.0,,14.654,13.552,13.233,13.086,13.167,A9.5,0.023,6.991,1.654,1.646,7.05,-7.495,0.042,,11220184.54301963,3.198895109691397e-08,0.21853550521652784,-4.844995522505589
2MASS J18032544-2415267,270.85604,-24.25732,y,n*,1.0,,,19.885,18.304,17.337,17.582,G8.5,3.17,0.843,1.001,1.053,7.39,-8.654,0.327,0.481,24547089.156850286,2.2181964198002196e-09,0.0004340774793185929,-5.616332583192587
2MASS J18032950-2413209,270.87293,-24.22248,?,n,2.0,,15.058,13.923,13.406,13.186,13.286,F9.25,0.123,6.218,1.671,2.321,6.85,-7.621,0.056,,7079457.843841373,2.393315756405385e-08,0.22297644989339135,-5.058266438143066
2MASS J18033481-2419577,270.89511,-24.33271,y,n*,1.0,,,19.34,17.415,16.235,16.069,K2.75,3.914,4.346,1.392,3.065,5.87,-6.82,0.161,0.197,741310.2413009177,1.5135612484362072e-07,0.14363923527454328,-4.569991310096571
2MASS J18033683-2424149,270.90347,-24.40415,y,y,1.0,,,18.162,16.569,15.701,16.13,K4.25,2.044,2.269,1.044,2.464,5.98,-8.135,0.528,,954992.5860214368,7.328245331389044e-09,0.01870049866624337,-5.697769399929216
